Id,SalePrice
1461,118671.5156
1462,157305.5781
1463,190156.1875
1464,190614.4531
1465,194928.6875
1466,174990.3125
1467,174167.1875
1468,165545.25
1469,182931.7188
1470,124715.0938
1471,199474.25
1472,94143.32813
1473,96514.23438
1474,154940.1875
1475,123865.0938
1476,391912.1875
1477,253851.4688
1478,273406.25
1479,273576.3125
1480,561828.3344
1481,328655.4688
1482,209336.5469
1483,168940.5
1484,169769.5313
1485,176880.4063
1486,196526.6875
1487,322839.5
1488,230967.7188
1489,197226.2656
1490,212338.6875
1491,190475.8125
1492,90326.53906
1493,171421.8281
1494,294811.9063
1495,292396.5938
1496,234343.3281
1497,182147.8281
1498,158495.9688
1499,154880.7969
1500,146533.0156
1501,168590.9063
1502,142692.5938
1503,299901.2188
1504,240729.3594
1505,221102.875
1506,185021.5469
1507,254895.8281
1508,206352.8281
1509,161556.8438
1510,143924.8125
1511,150820.3125
1512,171259.4063
1513,134732.6563
1514,150647.5156
1515,198633.2813
1516,155049.125
1517,163745.3594
1518,134656.8594
1519,223223.9219
1520,134107.7031
1521,139863.5469
1522,172608.875
1523,116738.2266
1524,124485.2734
1525,124267.5
1526,110298.25
1527,103056.5781
1528,134786.5
1529,149175.1094
1530,168469.7188
1531,103343.1797
1532,96592.3125
1533,143396.25
1534,127814.6953
1535,157221.1406
1536,107310.1172
1537,58803.60938
1538,150721.5313
1539,185842.7969
1540,90442.13281
1541,143668.9219
1542,137388.7344
1543,207043.75
1544,76648.16406
1545,109507.75
1546,126151.2734
1547,134026.3906
1548,135662.6563
1549,112177.9375
1550,132863.5938
1551,114945.3438
1552,125401.9453
1553,144379.8594
1554,107063.25
1555,161559.3125
1556,82488.71094
1557,106256.2109
1558,96532.82813
1559,76296.5
1560,135806.4844
1561,137345.1094
1562,130503.4219
1563,122821.4844
1564,168655.875
1565,143307.375
1566,236386.3594
1567,72444.85156
1568,220815.0313
1569,134133.4219
1570,141082.625
1571,122781.4297
1572,150789.0938
1573,255004.9844
1574,107322.1875
1575,219343.1094
1576,230748.6563
1577,189166.4375
1578,146325.0781
1579,148810.7813
1580,197420.6563
1581,150184.6094
1582,125874.0313
1583,324197.6563
1584,225372.3906
1585,143951.5781
1586,73308.67969
1587,93787.5625
1588,150471.3438
1589,101691.0156
1590,138363.0625
1591,97602.29688
1592,119481.6641
1593,121389.0547
1594,122194.5547
1595,110714.2109
1596,237442.8594
1597,184511.25
1598,209990.5781
1599,180928.4844
1600,174989.6563
1601,66499.27344
1602,114214.3125
1603,71302.57031
1604,273503.5313
1605,251636.8438
1606,166264.6875
1607,172020.2344
1608,210266.9375
1609,189741.5313
1610,148704.0938
1611,138344.4531
1612,165953.7188
1613,164587.6719
1614,127207.2813
1615,87650.21094
1616,72818.0625
1617,90888.38281
1618,128020.2578
1619,144547.5313
1620,162124.6875
1621,140143.2656
1622,146346.7188
1623,282362.625
1624,214827.3438
1625,126799.1094
1626,156588.1875
1627,189417.7188
1628,281705
1629,178730.7344
1630,359558.1563
1631,221616.9219
1632,240182.4375
1633,165443.7656
1634,186565.1875
1635,175763.875
1636,152394.0938
1637,198257.4375
1638,189429.8125
1639,178574.6719
1640,265078.0625
1641,173734.7031
1642,226463.875
1643,221977.3594
1644,236120.5
1645,198119.8281
1646,156346.4375
1647,160329.7188
1648,128500.1172
1649,134729.3125
1650,114156.9219
1651,126589.3516
1652,96304.875
1653,96813.65625
1654,150170.2813
1655,153834.75
1656,146877.4688
1657,147970.5938
1658,144509.8906
1659,131876.2813
1660,151505.2188
1661,479070.5
1662,421580.6875
1663,415114.75
1664,546634.825
1665,314757.25
1666,321594.3438
1667,374318.75
1668,337206.7813
1669,294617.4063
1670,361530.7813
1671,256688.3125
1672,446251.5313
1673,294371.0938
1674,241735.1719
1675,185454.1875
1676,184226.4063
1677,217724.8125
1678,474448.3125
1679,392679.5
1680,360464.2188
1681,248562.4219
1682,301639.4688
1683,175307.1875
1684,175500.3906
1685,171711.2813
1686,175339.625
1687,167939.7188
1688,191190.5
1689,196399.6563
1690,196146.3906
1691,178203.7969
1692,264557.0625
1693,164925.1719
1694,182080.9531
1695,165548.8906
1696,275266.4375
1697,171268.2188
1698,372429.4375
1699,311852.125
1700,245668.9219
1701,265396.2813
1702,250636.9063
1703,244204.7813
1704,288341.4688
1705,232563.1094
1706,428331.5625
1707,210441.6563
1708,198768.7813
1709,286754.7813
1710,220694.1875
1711,255492.5781
1712,261578.375
1713,261926.5938
1714,217711.5156
1715,199915.8906
1716,187472.3125
1717,173914.0625
1718,132682.7656
1719,199052.5625
1720,251083.5781
1721,172825.3125
1722,125336.7813
1723,158710.1406
1724,208636.375
1725,238565.5
1726,182223.5781
1727,155338.7813
1728,184780.8438
1729,159333.4531
1730,160724.5313
1731,120976.8125
1732,129333.9297
1733,118462.4453
1734,118105.3047
1735,132750.9844
1736,112380.1016
1737,315611.2188
1738,224339.6563
1739,265382.875
1740,219375.9531
1741,185435.4375
1742,165941.8438
1743,169673.875
1744,297519.6875
1745,218704.7813
1746,185060.0156
1747,216983.9688
1748,234037.125
1749,147811.5
1750,127525.7734
1751,254336.125
1752,120557.125
1753,144181.8594
